Application_ID,Age,Education_Level,Course_Type,Course_Duration,Institution_Type,Institution_Location,Admission_Status,Annual_Course_Fee,Total_Education_Cost,Loan_Amount,Family_Monthly_Income,Family_Existing_EMI,Number_of_Dependents,Previous_Academic_Performance,Co_Applicant_Occupation,Co_Applicant_Monthly_Income,Loan_Approval
EL100400,20,Undergraduate,Engineering,5,Private,Urban,Confirmed,201000,1237000,779000,59300,9900,1,Good,Salaried,23000,Approved
EL100401,27,Undergraduate,Law,5,College,Rural,Confirmed,198000,1156000,1156000,30200,4900,3,Average,Salaried,20700,Rejected
EL100402,19,Diploma,Medical,4,College,Semi Urban,Confirmed,488000,2181000,1603000,60100,19100,2,Good,Salaried,10300,Approved
EL100403,17,Undergraduate,Law,3,College,Semi Urban,Confirmed,154000,489000,254000,113500,14300,1,Excellent,Government Employee,52000,Approved
EL100404,24,Undergraduate,Commerce,2,University,Semi Urban,Provisional,107000,238000,213000,38800,5600,0,Excellent,Not Applicable,0,Approved
EL100405,22,Undergraduate,Management,4,University,Semi Urban,Provisional,377000,1649000,935000,29100,4100,2,Average,Self Employed,53500,Approved
EL100406,25,Undergraduate,Management,2,College,Urban,Confirmed,244000,525000,501000,80000,0,2,Below Average,Business Owner,27100,Approved
EL100407,22,Professional Course,Computer Science,2,Government,Rural,Confirmed,124000,294000,220000,26400,3700,2,Good,Salaried,23600,Rejected
EL100408,29,Professional Course,Science,4,College,Urban,Provisional,136000,614000,343000,103400,22900,2,Good,Business Owner,20600,Approved
EL100409,20,Postgraduate,Science,2,Government,Urban,Confirmed,95000,203000,177000,31800,5600,2,Good,Self Employed,43300,Rejected
EL100410,25,Undergraduate,Management,4,Private,Rural,Confirmed,513000,2289000,1896000,29300,7800,2,Below Average,Government Employee,19100,Rejected
EL100411,19,Postgraduate,Science,4,Private,Urban,Confirmed,110000,474000,205000,131000,26300,0,Below Average,Government Employee,36700,Approved
EL100412,23,Postgraduate,Computer Science,4,College,Urban,Confirmed,223000,1043000,772000,48100,8400,1,Good,Business Owner,30400,Rejected
EL100413,23,Postgraduate,Management,4,Private,Rural,Confirmed,410000,1862000,1480000,90300,19000,1,Excellent,Salaried,16800,Rejected
EL100414,24,Undergraduate,Medical,4,Private,Urban,Confirmed,511000,2528000,1987000,39600,6400,3,Average,Business Owner,23200,Approved
EL100415,24,Undergraduate,Science,4,University,Urban,Provisional,75000,352000,254000,38200,4000,2,Average,Not Applicable,0,Rejected
EL100416,17,Undergraduate,Commerce,4,University,Rural,Confirmed,130000,626000,539000,12000,1400,0,Average,Salaried,25100,Approved
EL100417,21,Undergraduate,Management,4,Government,Rural,Confirmed,160000,715000,597000,66600,0,3,Good,Salaried,84300,Approved
EL100418,19,Postgraduate,Commerce,5,Private,Rural,Confirmed,120000,721000,544000,48700,13300,1,Excellent,Private Employee,33800,Approved
EL100419,20,PhD,Science,6,University,Urban,Confirmed,81000,582000,416000,38000,4300,0,Excellent,Salaried,26700,Approved
EL100420,20,Undergraduate,Engineering,4,College,Semi Urban,Confirmed,198000,989000,764000,54000,1900,2,Average,Self Employed,24400,Rejected
EL100421,24,Diploma,Management,5,College,Semi Urban,Confirmed,370000,2187000,1442000,40900,4000,4,Good,Salaried,26200,Rejected
EL100422,22,Undergraduate,Management,2,Government,Semi Urban,Confirmed,186000,459000,274000,25000,7200,3,Good,Salaried,21300,Rejected
EL100423,19,Undergraduate,Engineering,5,Government,Urban,Confirmed,157000,960000,558000,48100,6600,2,Below Average,Private Employee,18900,Approved
EL100424,17,Postgraduate,Management,5,University,Semi Urban,Confirmed,247000,1524000,1120000,36500,5600,3,Below Average,Professional,41300,Rejected
EL100425,26,Undergraduate,Arts,1,Private,Urban,Confirmed,128000,149000,93000,58100,18500,2,Average,Government Employee,69400,Approved
EL100426,19,Professional Course,Medical,4,University,Rural,Confirmed,435000,1905000,1383000,34900,7200,3,Average,Salaried,23200,Rejected
EL100427,21,Professional Course,Science,3,College,Semi Urban,Confirmed,102000,357000,339000,31800,3300,3,Average,Government Employee,37700,Rejected
EL100428,28,Undergraduate,Other Professional,4,Government,Semi Urban,Provisional,97000,479000,344000,30600,0,1,Good,Salaried,20600,Rejected
EL100429,19,Undergraduate,Medical,4,College,Urban,Confirmed,608000,3027000,2333000,25800,4800,2,Excellent,Salaried,31500,Approved
EL100430,20,Undergraduate,Management,4,Private,Urban,Confirmed,342000,1695000,1213000,30900,2100,1,Average,Private Employee,14500,Approved
EL100431,22,Professional Course,Engineering,3,College,Urban,Provisional,248000,847000,801000,49800,9400,2,Good,Not Applicable,0,Rejected
EL100432,17,Undergraduate,Commerce,3,Private,Semi Urban,Confirmed,159000,578000,577000,27600,3500,0,Good,Not Applicable,0,Rejected
EL100433,17,Diploma,Computer Science,5,College,Semi Urban,Provisional,204000,1171000,796000,22300,3700,2,Average,Self Employed,27500,Rejected
EL100434,19,Undergraduate,Computer Science,4,Government,Urban,Confirmed,188000,894000,768000,59600,12600,4,Good,Professional,15600,Approved
EL100435,19,Postgraduate,Arts,3,Private,Urban,Confirmed,167000,569000,569000,37500,0,2,Average,Private Employee,8700,Rejected
EL100436,21,Undergraduate,Arts,5,Government,Urban,Confirmed,85000,472000,272000,58900,8300,0,Good,Not Applicable,0,Rejected
EL100437,18,Diploma,Computer Science,2,University,Urban,Provisional,168000,382000,343000,35900,4600,0,Average,Professional,27000,Rejected
EL100438,23,Postgraduate,Law,2,College,Urban,Provisional,118000,262000,128000,30200,4700,4,Below Average,Business Owner,19200,Rejected
EL100439,17,Undergraduate,Law,2,College,Urban,Confirmed,196000,445000,336000,16800,2900,2,Average,Salaried,21600,Approved
EL100440,21,Undergraduate,Commerce,5,University,Urban,Provisional,118000,699000,510000,22800,3300,2,Good,Self Employed,34400,Rejected
EL100441,22,Postgraduate,Engineering,5,Government,Semi Urban,Confirmed,160000,872000,431000,25900,1900,1,Good,Professional,18900,Approved
EL100442,22,Postgraduate,Arts,4,College,Urban,Confirmed,124000,588000,537000,46200,1300,2,Below Average,Private Employee,28500,Approved
EL100443,20,PhD,Law,5,Private,Urban,Confirmed,270000,1437000,1110000,38000,0,2,Good,Government Employee,96300,Approved
EL100444,19,Undergraduate,Computer Science,3,University,Semi Urban,Confirmed,193000,608000,371000,24000,3400,3,Average,Government Employee,24100,Approved
EL100445,20,Professional Course,Arts,4,Private,Urban,Confirmed,128000,561000,448000,12000,2100,2,Good,Self Employed,26600,Rejected
EL100446,25,Undergraduate,Management,4,College,Urban,Confirmed,260000,1134000,1004000,50600,5000,1,Average,Not Applicable,0,Rejected
EL100447,19,PhD,Computer Science,4,Private,Urban,Confirmed,209000,1017000,493000,62200,12700,2,Good,Private Employee,19000,Approved
EL100448,24,Professional Course,Science,2,Private,Urban,Confirmed,140000,336000,101000,65000,7800,2,Good,Salaried,21500,Approved
EL100449,25,Postgraduate,Science,5,Government,Semi Urban,Confirmed,73000,432000,321000,24800,3000,0,Excellent,Salaried,28200,Approved
EL100450,17,Professional Course,Engineering,4,Private,Urban,Confirmed,190000,905000,574000,67100,0,2,Below Average,Professional,33100,Approved
EL100451,21,Postgraduate,Engineering,2,Private,Rural,Confirmed,273000,646000,614000,53300,4800,1,Good,Government Employee,17800,Approved
EL100452,18,Diploma,Management,5,College,Urban,Confirmed,286000,1738000,1207000,53100,11300,3,Average,Professional,40400,Approved
EL100453,17,Undergraduate,Management,3,University,Semi Urban,Confirmed,306000,1062000,846000,29600,7600,1,Excellent,Salaried,69600,Rejected
EL100454,24,Undergraduate,Arts,4,College,Rural,Confirmed,106000,447000,323000,37600,4200,2,Average,Salaried,10400,Rejected
EL100455,23,Postgraduate,Engineering,2,Private,Urban,Confirmed,223000,545000,282000,100300,20900,2,Good,Government Employee,36900,Approved
EL100456,22,PhD,Arts,6,University,Semi Urban,Provisional,118000,810000,611000,92800,23900,3,Good,Government Employee,28300,Rejected
EL100457,17,Professional Course,Computer Science,1,Private,Urban,Confirmed,285000,352000,194000,39200,1800,4,Good,Not Applicable,0,Approved
EL100458,22,Postgraduate,Commerce,5,College,Urban,Confirmed,101000,620000,337000,44200,7000,0,Good,Salaried,35600,Approved
EL100459,17,PhD,Computer Science,6,Private,Semi Urban,Confirmed,266000,1803000,1055000,13400,2000,0,Average,Self Employed,63500,Approved
EL100460,21,Diploma,Science,2,Private,Urban,Confirmed,97000,240000,137000,73300,16600,2,Good,Not Applicable,0,Approved
EL100461,19,Diploma,Management,2,Private,Rural,Confirmed,502000,1066000,766000,58300,3200,2,Below Average,Self Employed,50400,Approved
EL100462,25,Undergraduate,Management,4,Private,Semi Urban,Confirmed,557000,2635000,1821000,47700,7600,2,Excellent,Not Applicable,0,Approved
EL100463,20,Postgraduate,Commerce,1,College,Semi Urban,Confirmed,79000,94000,75000,29700,3200,2,Good,Salaried,36300,Approved
EL100464,22,Postgraduate,Management,2,Government,Semi Urban,Provisional,190000,463000,238000,41500,7000,3,Average,Business Owner,22000,Rejected
EL100465,22,Diploma,Management,4,University,Semi Urban,Provisional,388000,1776000,1265000,83500,20000,2,Below Average,Private Employee,30400,Rejected
EL100466,21,Postgraduate,Law,1,Private,Urban,Confirmed,242000,266000,180000,48100,12600,2,Good,Professional,25600,Rejected
EL100467,21,Diploma,Arts,4,Government,Semi Urban,Confirmed,64000,271000,211000,149600,36000,1,Average,Self Employed,31500,Approved
EL100468,22,Professional Course,Engineering,4,College,Urban,Confirmed,208000,951000,749000,60200,2500,4,Average,Self Employed,12000,Rejected
EL100469,18,Postgraduate,Arts,1,University,Urban,Confirmed,134000,153000,118000,25400,2200,2,Average,Private Employee,16100,Rejected
EL100470,22,Diploma,Medical,4,College,Urban,Provisional,427000,1915000,1152000,32700,7200,1,Below Average,Business Owner,57200,Rejected
EL100471,24,Postgraduate,Management,1,Private,Urban,Confirmed,476000,560000,422000,28100,5200,4,Good,Not Applicable,0,Approved
EL100472,22,Postgraduate,Medical,5,University,Urban,Confirmed,634000,3665000,2467000,61600,6600,2,Average,Salaried,11500,Approved
EL100473,20,Postgraduate,Engineering,2,University,Semi Urban,Confirmed,138000,296000,280000,71500,3400,2,Below Average,Salaried,21800,Approved
EL100474,22,Professional Course,Management,4,University,Semi Urban,Confirmed,406000,1721000,1319000,94700,0,3,Good,Government Employee,19700,Approved
EL100475,20,Diploma,Computer Science,4,Government,Rural,Confirmed,192000,943000,718000,34000,0,1,Average,Professional,34200,Approved
EL100476,21,Diploma,Management,4,Government,Semi Urban,Confirmed,255000,1222000,682000,50700,5200,2,Good,Private Employee,28400,Approved
EL100477,17,Undergraduate,Engineering,3,Government,Semi Urban,Confirmed,134000,459000,304000,76100,7900,1,Good,Government Employee,43200,Approved
EL100478,26,Postgraduate,Medical,4,University,Rural,Provisional,561000,2579000,2034000,87100,14500,3,Good,Not Applicable,0,Approved
EL100479,28,PhD,Medical,6,University,Semi Urban,Confirmed,577000,3714000,2742000,21700,4000,0,Excellent,Salaried,36000,Rejected
EL100480,19,Professional Course,Computer Science,4,University,Urban,Confirmed,162000,715000,527000,54700,18200,1,Good,Professional,24700,Approved
EL100481,24,Professional Course,Medical,4,Government,Urban,Confirmed,317000,1541000,750000,22100,1300,1,Average,Self Employed,19800,Approved
EL100482,26,Diploma,Computer Science,1,University,Urban,Confirmed,154000,166000,104000,29700,0,2,Good,Private Employee,37900,Approved
EL100483,18,Diploma,Computer Science,4,Government,Urban,Confirmed,134000,574000,407000,20900,1000,0,Excellent,Government Employee,26000,Approved
EL100484,17,Undergraduate,Medical,4,College,Rural,Confirmed,611000,2839000,2641000,29400,8300,2,Good,Private Employee,28100,Rejected
EL100485,26,Diploma,Arts,4,Private,Urban,Confirmed,178000,867000,404000,19400,2500,3,Average,Government Employee,62000,Approved
EL100486,21,Undergraduate,Commerce,4,University,Rural,Confirmed,96000,432000,256000,22200,4900,0,Good,Salaried,30900,Rejected
EL100487,19,PhD,Commerce,4,Government,Urban,Confirmed,79000,373000,174000,25500,2000,3,Average,Business Owner,86700,Rejected
EL100488,21,Undergraduate,Management,5,Private,Rural,Confirmed,452000,2781000,2221000,46700,4000,3,Good,Salaried,8300,Approved
EL100489,20,Professional Course,Management,4,Private,Urban,Provisional,417000,2049000,1901000,40800,0,0,Average,Not Applicable,0,Rejected
EL100490,31,Postgraduate,Computer Science,2,Private,Urban,Provisional,320000,732000,589000,17600,1800,0,Average,Private Employee,16100,Rejected
EL100491,19,Undergraduate,Other Professional,1,Government,Rural,Provisional,56000,62000,52000,158100,20700,2,Average,Salaried,17800,Approved
EL100492,22,Postgraduate,Management,4,Private,Urban,Confirmed,305000,1421000,846000,31400,6500,1,Average,Business Owner,20700,Rejected
EL100493,26,Diploma,Commerce,4,Government,Semi Urban,Confirmed,66000,326000,263000,20600,3700,2,Below Average,Private Employee,49400,Rejected
EL100494,26,Diploma,Management,2,College,Urban,Confirmed,414000,982000,623000,53700,16600,2,Excellent,Salaried,23800,Rejected
EL100495,25,Diploma,Law,2,Private,Semi Urban,Provisional,277000,688000,522000,40000,4600,2,Good,Government Employee,15900,Rejected
EL100496,20,Postgraduate,Medical,4,Private,Semi Urban,Confirmed,772000,3600000,2971000,26700,4100,3,Good,Government Employee,42700,Approved
EL100497,20,Undergraduate,Computer Science,3,Private,Semi Urban,Provisional,298000,942000,665000,48800,6300,3,Below Average,Business Owner,15500,Rejected
EL100498,17,PhD,Computer Science,5,University,Urban,Confirmed,229000,1305000,1139000,28700,1900,2,Good,Government Employee,74600,Approved
EL100499,21,Professional Course,Arts,3,Government,Semi Urban,Provisional,70000,258000,187000,34600,5800,0,Average,Salaried,14600,Rejected
EL100500,21,Diploma,Arts,3,University,Urban,Provisional,90000,285000,225000,83500,8800,0,Below Average,Professional,25400,Approved
EL100501,24,Undergraduate,Arts,2,College,Semi Urban,Confirmed,70000,164000,164000,42700,11900,2,Excellent,Government Employee,85700,Approved
EL100502,27,Diploma,Arts,3,Private,Semi Urban,Confirmed,96000,324000,267000,54600,3200,2,Good,Government Employee,24900,Approved
EL100503,23,Undergraduate,Computer Science,1,Government,Urban,Confirmed,193000,218000,139000,30900,3100,3,Good,Private Employee,37500,Rejected
EL100504,25,Professional Course,Engineering,1,Government,Semi Urban,Confirmed,154000,179000,121000,43300,800,2,Excellent,Self Employed,28000,Approved
EL100505,21,Undergraduate,Science,5,College,Urban,Confirmed,118000,668000,588000,27300,4400,2,Good,Business Owner,29700,Approved
EL100506,25,Undergraduate,Management,1,Government,Urban,Confirmed,271000,334000,303000,26700,300,4,Good,Salaried,19000,Rejected
EL100507,21,Undergraduate,Engineering,1,Government,Semi Urban,Confirmed,142000,158000,118000,32700,4200,1,Excellent,Private Employee,38100,Approved
EL100508,25,Diploma,Engineering,5,College,Semi Urban,Provisional,210000,1262000,657000,28400,700,1,Excellent,Self Employed,61700,Approved
EL100509,24,Postgraduate,Computer Science,5,College,Semi Urban,Confirmed,251000,1341000,815000,67400,2800,4,Excellent,Salaried,10200,Approved
EL100510,22,Diploma,Management,4,Private,Rural,Provisional,319000,1425000,1107000,53600,3300,4,Good,Salaried,17900,Approved
EL100511,17,Undergraduate,Commerce,2,Government,Urban,Confirmed,58000,125000,105000,12800,2500,0,Average,Self Employed,21900,Approved
EL100512,25,PhD,Commerce,6,Private,Rural,Provisional,147000,965000,869000,95000,11500,2,Good,Private Employee,18300,Rejected
EL100513,22,Postgraduate,Engineering,4,College,Semi Urban,Confirmed,138000,642000,286000,55300,6600,3,Below Average,Salaried,42300,Approved
EL100514,23,Undergraduate,Medical,4,Private,Urban,Confirmed,784000,3507000,3089000,71100,12800,1,Good,Business Owner,21300,Approved
EL100515,22,Diploma,Law,2,Government,Semi Urban,Provisional,135000,286000,276000,36800,2600,0,Good,Salaried,31100,Rejected
EL100516,23,Postgraduate,Arts,3,College,Urban,Confirmed,129000,473000,185000,19000,0,0,Good,Private Employee,67500,Approved
EL100517,26,Postgraduate,Science,2,University,Rural,Provisional,93000,220000,165000,20700,600,2,Excellent,Professional,11100,Approved
EL100518,19,Undergraduate,Engineering,4,Private,Urban,Confirmed,205000,1018000,879000,94200,9800,1,Below Average,Salaried,35400,Rejected
EL100519,23,Diploma,Law,3,College,Urban,Confirmed,206000,748000,403000,17800,2200,1,Average,Business Owner,27800,Approved
EL100520,18,Undergraduate,Science,3,University,Semi Urban,Confirmed,134000,467000,315000,19500,3500,0,Good,Government Employee,27800,Approved
EL100521,23,Postgraduate,Computer Science,4,College,Urban,Confirmed,184000,841000,701000,32300,3800,3,Below Average,Not Applicable,0,Approved
EL100522,22,Postgraduate,Commerce,5,Government,Urban,Confirmed,93000,576000,387000,20100,4500,3,Average,Business Owner,24100,Rejected
EL100523,19,Diploma,Medical,5,Private,Urban,Confirmed,889000,5044000,3508000,52400,8500,3,Average,Government Employee,29600,Approved
EL100524,21,Undergraduate,Commerce,4,University,Rural,Confirmed,94000,436000,341000,54500,200,0,Good,Private Employee,26900,Approved
EL100525,19,Undergraduate,Science,2,Private,Urban,Confirmed,129000,288000,165000,49400,0,4,Good,Private Employee,43600,Approved
EL100526,20,Undergraduate,Computer Science,5,Private,Urban,Confirmed,365000,2019000,1191000,29500,1200,4,Good,Not Applicable,0,Approved
EL100527,22,Postgraduate,Engineering,2,University,Urban,Confirmed,219000,534000,438000,46400,6600,1,Good,Self Employed,13800,Rejected
EL100528,22,Undergraduate,Management,1,University,Rural,Confirmed,340000,374000,334000,97900,16000,4,Below Average,Self Employed,9900,Rejected
EL100529,17,Diploma,Arts,3,Private,Rural,Confirmed,185000,599000,485000,19600,2400,2,Excellent,Not Applicable,0,Rejected
EL100530,22,Undergraduate,Arts,4,Private,Rural,Confirmed,176000,842000,803000,70100,9900,0,Excellent,Salaried,45100,Approved
EL100531,20,Postgraduate,Computer Science,2,University,Urban,Provisional,150000,365000,297000,60100,15000,2,Average,Private Employee,15600,Approved
EL100532,20,Postgraduate,Other Professional,2,University,Urban,Confirmed,105000,259000,259000,38100,5000,2,Good,Not Applicable,0,Rejected
EL100533,17,Undergraduate,Engineering,2,Private,Semi Urban,Confirmed,322000,762000,579000,43600,7000,3,Good,Professional,84000,Approved
EL100534,21,Diploma,Engineering,4,Private,Urban,Provisional,189000,846000,667000,48000,13100,1,Good,Salaried,60000,Rejected
EL100535,19,Postgraduate,Medical,4,Government,Urban,Provisional,263000,1212000,982000,24600,0,3,Good,Private Employee,61900,Approved
EL100536,25,Diploma,Science,3,College,Rural,Confirmed,130000,424000,278000,17700,5000,3,Excellent,Salaried,36000,Approved
EL100537,17,Postgraduate,Arts,3,College,Urban,Provisional,124000,406000,257000,63100,0,0,Average,Self Employed,43800,Approved
EL100538,18,Undergraduate,Arts,4,University,Urban,Confirmed,82000,403000,248000,21500,1200,2,Good,Business Owner,25400,Approved
EL100539,17,Undergraduate,Science,3,Private,Urban,Confirmed,112000,410000,273000,23200,1800,2,Below Average,Business Owner,13600,Rejected
EL100540,22,Postgraduate,Management,3,Government,Urban,Confirmed,269000,892000,892000,31000,0,1,Good,Not Applicable,0,Rejected
EL100541,25,PhD,Management,6,Private,Rural,Confirmed,343000,2317000,2317000,46300,5300,2,Below Average,Salaried,29800,Rejected
EL100542,23,Undergraduate,Commerce,4,Private,Urban,Confirmed,108000,536000,376000,31300,3900,3,Below Average,Not Applicable,0,Rejected
EL100543,17,Undergraduate,Management,4,Private,Urban,Confirmed,541000,2442000,1677000,27900,5500,2,Good,Private Employee,27100,Approved
EL100544,19,Postgraduate,Computer Science,1,Government,Urban,Confirmed,177000,197000,84000,64600,12500,2,Average,Salaried,41600,Approved
EL100545,18,Postgraduate,Engineering,5,Government,Urban,Confirmed,124000,676000,406000,34000,5000,0,Excellent,Not Applicable,0,Approved
EL100546,23,Professional Course,Management,3,College,Semi Urban,Provisional,341000,1158000,728000,26900,6200,2,Excellent,Not Applicable,0,Approved
EL100547,19,Undergraduate,Computer Science,5,Private,Semi Urban,Confirmed,270000,1516000,1037000,48900,9200,3,Average,Not Applicable,0,Rejected
EL100548,17,PhD,Engineering,6,College,Semi Urban,Confirmed,161000,1156000,768000,41300,4200,4,Excellent,Professional,61800,Approved
EL100549,23,Diploma,Other Professional,3,University,Urban,Confirmed,139000,467000,365000,40700,5700,3,Average,Government Employee,34800,Approved
EL100550,25,Diploma,Engineering,2,College,Urban,Provisional,195000,445000,385000,50100,3600,0,Good,Government Employee,86400,Approved
EL100551,20,Undergraduate,Law,3,Government,Urban,Confirmed,120000,401000,257000,37500,700,4,Good,Government Employee,26200,Approved
EL100552,21,Undergraduate,Engineering,3,Government,Rural,Confirmed,124000,414000,400000,61200,10300,3,Good,Salaried,61600,Approved
EL100553,17,Undergraduate,Science,5,University,Semi Urban,Confirmed,105000,578000,463000,19600,0,0,Below Average,Not Applicable,0,Rejected
EL100554,17,Diploma,Computer Science,5,Private,Urban,Confirmed,243000,1397000,1234000,74700,8500,2,Average,Private Employee,10900,Rejected
EL100555,17,Undergraduate,Engineering,3,Government,Semi Urban,Confirmed,126000,429000,293000,25400,0,1,Average,Government Employee,64700,Approved
EL100556,21,Undergraduate,Medical,5,University,Semi Urban,Confirmed,570000,3025000,2517000,17700,2400,2,Average,Self Employed,17900,Rejected
EL100557,20,Undergraduate,Management,5,Government,Semi Urban,Confirmed,266000,1644000,1345000,27100,1700,1,Average,Business Owner,25900,Approved
EL100558,23,PhD,Science,6,Government,Semi Urban,Confirmed,88000,591000,573000,33700,6100,3,Excellent,Government Employee,48100,Rejected
EL100559,20,Undergraduate,Engineering,3,College,Rural,Confirmed,127000,458000,388000,27800,3100,1,Below Average,Not Applicable,0,Rejected
EL100560,24,Postgraduate,Medical,4,Private,Urban,Confirmed,725000,3571000,3136000,24800,2900,3,Good,Private Employee,28600,Rejected
EL100561,24,Diploma,Commerce,5,Private,Urban,Confirmed,130000,684000,459000,66500,9000,0,Good,Business Owner,42700,Approved
EL100562,20,Professional Course,Commerce,4,Government,Rural,Confirmed,79000,340000,316000,26000,1900,0,Average,Salaried,18900,Rejected
EL100563,17,Diploma,Management,3,College,Semi Urban,Confirmed,395000,1289000,720000,13000,1000,0,Average,Business Owner,26100,Approved
EL100564,17,Postgraduate,Engineering,3,College,Semi Urban,Confirmed,224000,825000,548000,33700,2700,1,Good,Private Employee,24500,Approved
EL100565,26,Undergraduate,Computer Science,2,Private,Urban,Confirmed,252000,584000,463000,111600,13300,2,Good,Self Employed,50500,Approved
EL100566,18,Undergraduate,Medical,4,Private,Urban,Confirmed,822000,3657000,2110000,23600,1900,2,Good,Salaried,70400,Approved
EL100567,17,Undergraduate,Commerce,2,University,Rural,Provisional,77000,163000,100000,25600,4400,2,Excellent,Private Employee,16200,Rejected
EL100568,21,Postgraduate,Medical,4,Government,Urban,Confirmed,276000,1167000,714000,32800,0,3,Average,Salaried,31000,Approved
EL100569,17,Undergraduate,Other Professional,3,Private,Semi Urban,Confirmed,116000,406000,328000,86900,0,2,Average,Not Applicable,0,Approved
EL100570,21,Postgraduate,Computer Science,4,Government,Urban,Confirmed,137000,652000,473000,33500,10000,2,Good,Private Employee,30200,Approved
EL100571,20,Postgraduate,Computer Science,1,Government,Rural,Confirmed,148000,167000,149000,24100,2200,2,Excellent,Salaried,78600,Approved
EL100572,24,Diploma,Science,1,University,Urban,Confirmed,98000,109000,109000,48100,1900,4,Good,Self Employed,36600,Rejected
EL100573,24,Undergraduate,Other Professional,3,Private,Rural,Provisional,154000,560000,443000,46400,5900,1,Excellent,Not Applicable,0,Rejected
EL100574,25,Professional Course,Arts,2,Private,Urban,Confirmed,106000,259000,174000,51200,10200,1,Good,Self Employed,14000,Approved
EL100575,22,PhD,Computer Science,6,Private,Rural,Confirmed,288000,1947000,1568000,23600,4400,2,Average,Professional,51500,Approved
EL100576,18,Undergraduate,Science,3,Private,Urban,Confirmed,120000,432000,266000,30300,1900,2,Good,Professional,23100,Rejected
EL100577,17,Undergraduate,Engineering,3,College,Rural,Provisional,172000,632000,468000,70500,5900,0,Below Average,Not Applicable,0,Approved
EL100578,19,Professional Course,Arts,4,Private,Semi Urban,Confirmed,143000,644000,644000,49200,4900,3,Average,Government Employee,35100,Rejected
EL100579,28,Professional Course,Commerce,4,Private,Urban,Provisional,107000,463000,333000,60100,9500,1,Good,Government Employee,40900,Approved
EL100580,20,Undergraduate,Computer Science,2,Private,Urban,Confirmed,262000,589000,468000,39100,5200,2,Good,Salaried,24300,Approved
EL100581,22,Undergraduate,Science,4,College,Semi Urban,Confirmed,123000,523000,380000,68100,3200,1,Excellent,Professional,17700,Approved
EL100582,26,Professional Course,Arts,2,University,Semi Urban,Confirmed,89000,188000,129000,46500,3900,3,Average,Not Applicable,0,Rejected
EL100583,22,Postgraduate,Arts,3,Government,Urban,Confirmed,86000,313000,257000,30900,3300,1,Excellent,Government Employee,43300,Approved
EL100584,18,Diploma,Law,3,Government,Urban,Provisional,90000,330000,185000,58300,15400,1,Average,Business Owner,51200,Approved
EL100585,24,Undergraduate,Commerce,4,Private,Semi Urban,Confirmed,166000,783000,568000,25900,3000,0,Average,Government Employee,24400,Rejected
EL100586,20,Diploma,Medical,4,University,Semi Urban,Confirmed,418000,2042000,1116000,86800,37100,1,Good,Professional,18800,Approved
EL100587,22,Postgraduate,Engineering,4,Government,Semi Urban,Confirmed,172000,851000,835000,66400,7000,1,Good,Salaried,22200,Approved
EL100588,23,Postgraduate,Computer Science,4,Private,Urban,Provisional,218000,1035000,930000,34700,0,0,Good,Business Owner,12900,Rejected
EL100589,19,Diploma,Medical,4,University,Urban,Confirmed,700000,3451000,2191000,36600,5900,2,Average,Private Employee,24700,Approved
EL100590,22,Undergraduate,Commerce,4,Private,Urban,Confirmed,116000,573000,270000,42900,9600,2,Below Average,Government Employee,20500,Rejected
EL100591,27,Postgraduate,Science,3,University,Urban,Confirmed,120000,398000,328000,36800,6400,2,Below Average,Not Applicable,0,Rejected
EL100592,19,Postgraduate,Medical,4,Private,Rural,Confirmed,617000,3060000,2275000,77600,11500,0,Excellent,Private Employee,30500,Approved
EL100593,26,Postgraduate,Law,3,University,Urban,Confirmed,114000,426000,426000,30700,2900,1,Average,Private Employee,31300,Approved
EL100594,19,Professional Course,Arts,3,University,Urban,Confirmed,72000,239000,230000,18900,2000,4,Average,Salaried,21500,Rejected
EL100595,27,Postgraduate,Other Professional,4,College,Urban,Confirmed,80000,376000,318000,35300,0,1,Below Average,Private Employee,15500,Approved
EL100596,18,Undergraduate,Engineering,4,University,Urban,Provisional,177000,775000,520000,58500,12100,3,Good,Salaried,13500,Rejected
EL100597,20,Undergraduate,Computer Science,5,Private,Semi Urban,Confirmed,299000,1687000,1199000,66700,6400,0,Good,Private Employee,33100,Approved
EL100598,26,Postgraduate,Commerce,4,University,Semi Urban,Confirmed,103000,484000,385000,42500,9900,0,Good,Private Employee,32000,Approved
EL100599,26,Undergraduate,Arts,3,College,Semi Urban,Provisional,114000,362000,291000,29200,2400,4,Average,Government Employee,13800,Rejected
EL100600,24,Postgraduate,Law,2,Private,Urban,Confirmed,155000,366000,236000,39300,4900,2,Average,Not Applicable,0,Approved
EL100601,17,Undergraduate,Law,1,Private,Rural,Confirmed,238000,273000,149000,28900,7000,2,Excellent,Government Employee,47100,Approved
EL100602,21,Undergraduate,Medical,4,Government,Rural,Confirmed,437000,1879000,1879000,12700,3200,2,Below Average,Business Owner,17000,Rejected
EL100603,21,Undergraduate,Management,2,University,Rural,Confirmed,258000,612000,462000,26200,5400,3,Average,Not Applicable,0,Rejected
EL100604,18,Postgraduate,Arts,2,Private,Urban,Confirmed,169000,419000,341000,51800,0,4,Excellent,Professional,27600,Rejected
EL100605,23,Undergraduate,Engineering,4,Government,Urban,Provisional,110000,462000,287000,35100,500,0,Good,Self Employed,34400,Rejected
